0x700000 kSramChecksum
0x90df15 Samus_HitInterrupt_Ball
0x90df1d Samus_HitInterrupt_Unused
0x90df38 Samus_MoveHandler_Knockback
0x90df44 kSamus_MoveHandler_Knockback
0x90df50 Samus_MoveHandler_Knockback_0
0x90df53 Samus_MoveHandler_Knockback_Up
0x90df5d Samus_MoveHandler_Knockback_3
0x90df64 Samus_MoveHandler_Knockback_Down
0x90df6e Samus_ClearMoveVars
0x90df99 SetupBombJump
0x90dfb5 kSetupBombJump
0x90dfed SetupBombJump_StandCrouch
0x90dff7 SetupBombJump_1
0x90e012 SetupBombJump_4
0x90e01a SetupBombJump_2
0x90e020 SetupBombJump_1A
0x90e025 Samus_MoveHandler_BombJumpStart
0x90e032 Samus_MoveHandler_BombJumpMain
0x90e04c Samus_HorizontalBombJump
0x90e066 Samus_VerticalBombJump
0x90e07d Samus_MoveHandler_BombJumpFunc1
0x90e095 kGrabbedByDraygonConst
0x90e097 RunFrameHandlerGamma
0x90e09a nullsub_150
0x90e09b Samus_Func1
0x90e0c5 Samus_Func2
0x90e0e6 Samus_Func3
0x90e114 DrawTimer_
0x90e119 Samus_SetPushedOutOfCeresRidley
0x90e12e Samus_PushOutOfRidleysWay
0x90e1c8 Samus_Func4
0x90e1fd Samus_Func5
0x90e21c Samus_Func6
0x90e23b Samus_SetGrabbedByDraygonPose
0x90e2a1 Samus_GrabbedByDraygonFrameHandler
0x90e2d4 Samus_ReleaseFromDraygon_
0x90e2de Samus_ReleaseFromDraygon
0x90e35a UNUSED_sub_90E35A
0x90e37e nullsub_151
0x90e37f UNUSED_sub_90E37F
0x90e3a3 Samus_Func7
0x90e3cf UNUSED_sub_90E3CF
0x90e400 Samus_Func8
0x90e41b Samus_Func9
0x90e464 Samus_CalcDisplacementMoveLeft
0x90e4ad Samus_CalcDisplacementMoveRight
0x90e4e6 Samus_CalcSpeed_X
0x90e4f6 kSamus_CalcSpeed_XFuncs
0x90e500 Samus_CalcSpeed_X_Divisor0
0x90e516 Samus_CalcSpeed_X_Divisor1
0x90e541 Samus_CalcSpeed_X_Divisor2
0x90e56e Samus_CalcSpeed_X_Divisor3
0x90e59d Samus_CalcSpeed_X_Divisor4
0x90e5ce Samus_ClearXSpeedIfColl
0x90e606 Samus_MoveUp_SetPoseCalcInput
0x90e61b Samus_MoveDown_SetPoseCalcInput
0x90e65a kSamus_MoveDown_SetPoseCalcInput_Tab0
0x90e676 kSamus_MoveDown_SetPoseCalcInput_Tab1
0x90e692 HandleControllerInputForGamePhysics
0x90e695 Samus_FrameHandlerAlfa_Func11
0x90e6c9 Samus_FrameHandlerAlfa_Func12
0x90e713 Samus_FrameHandlerAlfa_Func13
0x90e722 HandleSamusMovementAndPause
0x90e725 Samus_FrameHandlerBeta_Func17
0x90e759 UNUSED_HandleDemoRecorder
0x90e786 HandleDemoRecorder_1
0x90e7d2 HandleDemoRecorder_3
0x90e7f5 Samus_FrameHandlerBeta_Func14
0x90e833 Samus_Func15
0x90e86a Samus_Func16
0x90e8aa Samus_Func18
0x90e8cd EmptyFunction
0x90e8d6 j_HandleDemoRecorder_2
0x90e8d9 j_HandleDemoRecorder_2_0
0x90e8dc SetContactDamageIndexAndUpdateMinimap
0x90e8ec Samus_Func19
0x90e902 Samus_LowHealthCheck
0x90e90e nullsub_152
0x90e90f Samus_CallInputHandler
0x90e912 nullsub_153
0x90e913 Samus_InputHandler_E913
0x90e918 Samus_Func20_
0x90e91d Samus_InputHandler_E91D
0x90e926 HandleAutoJumpHack
0x90e94b RunSamusMovementHandler
0x90e94e nullsub_154
0x90e94f SamusMovementType_Xray
0x90e9ce Samus_HandlePeriodicDamage
0x90ea45 Samus_PauseCheck
0x90ea7f Samus_LowHealthCheck_
0x90eaab Samus_LowHealthCheck_0
0x90eab3 Samus_JumpCheck
0x90eb02 Samus_Func10
0x90eb35 DrawSamusAndProjectiles
0x90eb4b SamusDrawSprites
0x90eb51 nullsub_155
0x90eb52 SamusDrawHandler_Default
0x90ebf2 nullsub_156
0x90ebf3 Samus_DrawHandler_EndOfShinespark
0x90ec03 Samus_DrawManyEchoes
0x90ec13 nullsub_157
0x90ec14 SamusDisplayHandler_UsingElevator
0x90ec1d SamusDisplayHandler_SamusReceivedFatal
0x90ec22 Samus_SetRadius
0x90ec3e Samus_GetBottomBoundary
0x90ec58 Samus_GetTopBottomBoundary
0x90ec7e Samus_AlignBottomWithPrevPose
0x90ecb6 Samus_UpdateSuitPaletteIndex
0x90ecd5 MoveSamusWithControlPad
0x90ed1e nullsub_158
0x90ed1f UNUSED_sub_90ED1F
0x90ed26 SwappedAmmoRoutine
0x90ed6c UNUSEDsub_90ED6C
0x90ed88 Samus_FootstepGraphics
0x90ed91 kSamus_FootstepGraphics
0x90eda1 Samus_FootstepGraphics_Crateria
0x90edec Samus_FootstepGraphics_Maridia
0x90ee64 Samus_FootstepGraphics_1
0x90eee7 Samus_UpdateSpeedEchoPos
0x90ef22 Samus_PostGrappleCollisionDetect
0x90ef5e UNUSED_sub_90EF5E
0x90efd3 ProjPreInstr_UnknownProj8027
0x90f02b kProjPreInstr_UnknownProj8027_X
0x90f033 kProjPreInstr_UnknownProj8027_Y
0x90f03b kProjPreInstr_UnknownProj8027_X2
0x90f043 kProjPreInstr_UnknownProj8027_Y2
0x90f04b Samus_Func25_ShineSpark
0x90f072 Samus_MoveHandler_F072
0x90f084 CallSomeSamusCode
0x90f0ae kSamusCodeHandlers
0x90f0ee Samus_UpdatePreviousPose
0x90f107 ClearCarry
0x90f109 SamusCode_00_LockSamus
0x90f117 SamusCode_01_UnlockSamus
0x90f125 SamusCode_02_ReachCeresElevator
0x90f152 SamusCode_03
0x90f19b SamusCode_04
0x90f19e SamusCode_04_06_Common
0x90f1aa SamusCode_06_LockToStation
0x90f1c8 SamusCode_07_SetupForElevator
0x90f1e9 SamusCode_08_SetupForCeresStart
0x90f23c SamusCode_08_SetupForZebesStart
0x90f28d SamusCode_0A_ClearDrawHandler
0x90f295 SamusCode_0B_DrawHandlerDefault
0x90f29e SamusCode_0C_UnlockFromMapStation
0x90f2b8 SamusCode_0D_IsGrappleActive
0x90f2ca SamusCode_0E
0x90f2d8 SamusCode_0F_EnableTimerHandling
0x90f2e0 SamusCode_10
0x90f2f8 SamusCode_11_SetupForDeath
0x90f2fc SamusCode_11_15_Common
0x90f310 SamusCode_15_CalledBySuitAcquision
0x90f320 SamusCode_12_SetSuperPaletteFlag1
0x90f328 SamusCode_12_SetSuperPaletteFlag0
0x90f331 SamusCode_14
0x90f38e SamusCode_05_SetupDrained
0x90f394 Samus_SetupForBeingDrained
0x90f3c0 SamusCode_18
0x90f3c9 SamusCode_16
0x90f3dd SamusCode_17_DisableRainbowSamusAndStandUp
0x90f3fb SamusCode_17_FreezeDrainedSamus
0x90f409 SamusCode_1A
0x90f411 SamusCode_1B_CheckedLockSamus
0x90f41e SamusCode_1C
0x90f471 SamusCode_1D_ClearSoundInDoor
0x90f4a2 SamusCode_1E
0x90f4d0 SamusCode_1F
0x90f507 Samus_Func26
0x90f52f nullsub_7
0x90f530 UNUSED_sub_90F530
0x90f533 nullsub_159
0x90f534 nullsub_160
0x90f535 UNUSED_sub_90F535
0x90f54c UNUSED_sub_90F54C
0x90f561 UNUSED_sub_90F561
0x90f576 Samus_ShootCheck
0x918000 Samus_InputHandler
0x918014 kSamusInputHandlers
0x91804c nullsub_161
0x91804d Samus_Input_00_Standing
0x918066 Samus_Input_01_Running
0x91806e Samus_Input_02_NormalJumping
0x918076 Samus_Input_03_SpinJumping
0x91807e Samus_Input_04_MorphBallOnGround
0x918086 Samus_Input_07_Unused
0x918087 Samus_Input_05_Crouching
0x9180b6 Samus_Input_06_Falling
0x9180be UNUSED_sub_9180BE
0x91810a Samus_Input_08_MorphBallFalling
0x918112 Samus_Input_09_Unused
0x918113 Samus_Input_0A_KnockbackOrCrystalFlashEnding
0x91812d Samus_Input_0B_Unused
0x918132 Samus_Input_0C_Unused
0x91813a Samus_Input_0D_Unused
0x918142 Samus_Input_0E_TurningAroundOnGround
0x918146 Samus_Input_0F_CrouchingEtcTransition
0x918147 Samus_Input_10_Moonwalking
0x91814f Samus_Input_11_SpringBallOnGround
0x918157 Samus_Input_12_SpringBallInAir
0x91815f Samus_Input_13_SpringBallFalling
0x918167 Samus_Input_14_WallJumping
0x91816f Samus_Input_15_RanIntoWall
0x918181 Samus_Input_16_Grappling
0x918189 Samus_Input_17_TurningAroundJumping
0x91818d Samus_Input_18_TurningAroundFalling
0x918191 Samus_Input_19_DamageBoost
0x918199 Samus_Input_1A_GrabbedByDraygon
0x9181a1 Samus_Input_1B_ShinesparkEtc
0x9181a9 Samus_LookupTransitionTable
0x9181f4 TranslateCustomControllerBindingsToDefault
0x9182d9 Samus_Pose_CancelGrapple
0x918304 Samus_Pose_Func2
0x918332 kSamus_Pose_Func2_Tab
0x91834e EnableDemoInput
0x91835f DisableDemoInput
0x918370 ResetDemoData
0x918395 LoadDemoInputObject
0x9183bf DemoPreInstr_nullsub_162
0x9183c0 DemoObjectInputHandler
0x9183f2 ProcessDemoInputObject
0x918427 DemoInstr_Finish
0x918434 DemoInstr_SetPreInstr
0x91843f DemoInstr_ClearPreInstr
0x918448 DemoInstr_Goto
0x91844f DemoInstr_DecTimerAndGoto
0x918459 DemoInstr_SetTimer
0x918464 UNUSED_RecordDemoInputFrame
0x9184d5 PauseDemoRecorder
0x91852f DrawDemoRecorderFrameCounter
0x9185fc DemoInstr_Func2
0x91864f DemoPreInstr_864F
0x91866a DemoPreInstr_866A
0x918682 DemoInstr_Disable
0x9186fe UNUSED_DemoInstr_Func4
0x918739 DemoInstr_Func3
0x918776 kDemoInstrs_LeaveDemo
0x918790 LoadDemoData
0x918885 kDemoSetDefPtrs
0x9189fd kDemoSetFuncPtrs
0x918a05 kDemoSetFuncPtrs_0
0x918a11 kDemoSetFuncPtrs_1
0x918a1d kDemoSetFuncPtrs_2
0x918a29 kDemoSetFuncPtrs_3
0x918a33 DemoSetFunc_0
0x918a3e DemoSetFunc_3
0x918a43 DemoSetFunc_7
0x918a49 DemoSetFunc_2
0x918a4e DemoSetFunc_4
0x918a53 DemoSetFunc_1
0x918a56 DemoSetFunc_Common
0x918a68 DemoSetFunc_5
0x918a81 DemoSetFunc_6
0x918a9a nullsub_163
0x918a9b DemoPreInstr_CheckLeaveDemo
0x918ab0 DemoPreInstr_8AB0
0x919ee2 kPoseTransitionTable
0x91a0dc kPoseTrans_NULL
0x91a0de kPoseTrans_9B
0x91a0ec kPoseTrans_E6
0x91a172 kPoseTrans_E7
0x91a1f8 kPoseTrans_11
0x91a242 kPoseTrans_12
0x91a28c kPoseTrans_59
0x91a2be kPoseTrans_5A
0x91a2f6 kPoseTrans_6B
0x91a376 kPoseTrans_6C
0x91a3f6 kPoseTrans_4F
0x91a40a kPoseTrans_50
0x91a41e kPoseTrans_19
0x91a46e kPoseTrans_1A
0x91a4be kPoseTrans_1B
0x91a50e kPoseTrans_1C
0x91a55e kPoseTrans_81
0x91a5ae kPoseTrans_82
0x91a5fe kPoseTrans_1D
0x91a618 kPoseTrans_1E
0x91a632 kPoseTrans_1F
0x91a64c kPoseTrans_41
0x91a666 kPoseTrans_24
0x91a668 kPoseTrans_23
0x91a66a kPoseTrans_42
0x91a66c kPoseTrans_85
0x91a6bc kPoseTrans_86
0x91a70c kPoseTrans_6F
0x91a750 kPoseTrans_70
0x91a794 kPoseTrans_31
0x91a7ae kPoseTrans_32
0x91a7c8 kPoseTrans_33
0x91a7ca kPoseTrans_34
0x91a7cc kPoseTrans_45
0x91a7e0 kPoseTrans_46
0x91a7f4 kPoseTrans_47
0x91a834 kPoseTrans_48
0x91a874 kPoseTrans_77
0x91a8ac kPoseTrans_78
0x91a8e4 kPoseTrans_53
0x91a8ec kPoseTrans_54
0x91a8fc kPoseTrans_5B
0x91a904 kPoseTrans_5C
0x91a90c kPoseTrans_7B
0x91a926 kPoseTrans_7C
0x91a940 kPoseTrans_7D
0x91a954 kPoseTrans_7E
0x91a968 kPoseTrans_7F
0x91a97c kPoseTrans_80
0x91a990 kPoseTrans_63
0x91a998 kPoseTrans_64
0x91a9a0 kPoseTrans_65
0x91a9c6 kPoseTrans_66
0x91a9ec kPoseTrans_83
0x91aa12 kPoseTrans_84
0x91aa38 kPoseTrans_D1
0x91aa7c kPoseTrans_D2
0x91aac0 kPoseTrans_13
0x91ab3a kPoseTrans_14
0x91abb4 kPoseTrans_17
0x91ac40 kPoseTrans_18
0x91accc kPoseTrans_3D
0x91ace0 kPoseTrans_3E
0x91acf4 kPoseTrans_25
0x91ad08 kPoseTrans_26
0x91ad1c kPoseTrans_8B
0x91ad30 kPoseTrans_8C
0x91ad44 kPoseTrans_8D
0x91ad58 kPoseTrans_8E
0x91ad6c kPoseTrans_C7
0x91ad80 kPoseTrans_C8
0x91ad94 kPoseTrans_2D
0x91add2 kPoseTrans_2E
0x91ae10 kPoseTrans_DF
0x91ae18 kPoseTrans_BE
0x91ae56 kPoseTrans_F0
0x91ae94 kPoseTrans_0B
0x91aede kPoseTrans_0C
0x91af28 kPoseTrans_67
0x91af60 kPoseTrans_68
0x91af98 kPoseTrans_BF
0x91afac kPoseTrans_C0
0x91afc0 kPoseTrans_C1
0x91afd4 kPoseTrans_C2
0x91afe8 kPoseTrans_C3
0x91affc kPoseTrans_C4
0x91b010 kSamusAnimationDelayData
0x91b20a kPoseAnimDelay_46
0x91b222 kPoseAnimDelay_86
0x91b226 kPoseAnimDelay_78
0x91b22d kPoseAnimDelay_E6
0x91b231 kPoseAnimDelay_E7
0x91b235 kPoseAnimDelay_A6
0x91b23a kPoseAnimDelay_A7
0x91b23f kPoseAnimDelay_E0
0x91b243 kPoseAnimDelay_E1
0x91b247 kPoseAnimDelay_E2
0x91b24b kPoseAnimDelay_E3
0x91b24f kPoseAnimDelay_E4
0x91b253 kPoseAnimDelay_E5
0x91b257 kPoseAnimDelay_E8
0x91b268 kPoseAnimDelay_E9
0x91b288 kPoseAnimDelay_EA
0x91b290 kPoseAnimDelay_EB
0x91b298 kPoseAnimDelay_02
0x91b2a3 kPoseAnimDelay_28
0x91b2ae kPoseAnimDelay_DA
0x91b2b4 kPoseAnimDelay_EF
0x91b2b6 kPoseAnimDelay_AB
0x91b2b8 kPoseAnimDelay_AD
0x91b2bc kPoseAnimDelay_AF
0x91b2c0 kPoseAnimDelay_B1
0x91b2c4 kPoseAnimDelay_B3
0x91b308 kPoseAnimDelay_4B
0x91b30b kPoseAnimDelay_4C
0x91b30e kPoseAnimDelay_55
0x91b312 kPoseAnimDelay_56
0x91b316 kPoseAnimDelay_57
0x91b31a kPoseAnimDelay_58
0x91b31e kPoseAnimDelay_59
0x91b322 kPoseAnimDelay_5A
0x91b326 kPoseAnimDelay_C8
0x91b32e kPoseAnimDelay_50
0x91b33a kPoseAnimDelay_16
0x91b33e kPoseAnimDelay_18
0x91b342 kPoseAnimDelay_52
0x91b346 kPoseAnimDelay_6C
0x91b34a kPoseAnimDelay_2A
0x91b353 kPoseAnimDelay_68
0x91b35c kPoseAnimDelay_2C
0x91b361 kPoseAnimDelay_70
0x91b366 kPoseAnimDelay_2E
0x91b36a kPoseAnimDelay_54
0x91b378 kPoseAnimDelay_DF
0x91b384 kPoseAnimDelay_1A
0x91b391 kPoseAnimDelay_1C
0x91b39e kPoseAnimDelay_82
0x91b3bb kPoseAnimDelay_25
0x91b3c0 kPoseAnimDelay_26
0x91b3c5 kPoseAnimDelay_2F
0x91b3ca kPoseAnimDelay_30
0x91b3cf kPoseAnimDelay_43
0x91b3d4 kPoseAnimDelay_44
0x91b3d9 kPoseAnimDelay_87
0x91b3de kPoseAnimDelay_88
0x91b3e3 kPoseAnimDelay_8B
0x91b3e8 kPoseAnimDelay_8C
0x91b3ed kPoseAnimDelay_8D
0x91b3f2 kPoseAnimDelay_8E
0x91b3f7 kPoseAnimDelay_8F
0x91b3fc kPoseAnimDelay_90
0x91b401 kPoseAnimDelay_91
0x91b406 kPoseAnimDelay_92
0x91b40b kPoseAnimDelay_93
0x91b410 kPoseAnimDelay_94
0x91b415 kPoseAnimDelay_95
0x91b41a kPoseAnimDelay_96
0x91b41f kPoseAnimDelay_97
0x91b424 kPoseAnimDelay_98
0x91b429 kPoseAnimDelay_99
0x91b42e kPoseAnimDelay_9A
0x91b433 kPoseAnimDelay_9C
0x91b438 kPoseAnimDelay_9D
0x91b43d kPoseAnimDelay_9E
0x91b442 kPoseAnimDelay_9F
0x91b447 kPoseAnimDelay_A0
0x91b44c kPoseAnimDelay_A1
0x91b451 kPoseAnimDelay_A2
0x91b456 kPoseAnimDelay_A3
0x91b45b kPoseAnimDelay_BF
0x91b460 kPoseAnimDelay_C0
0x91b465 kPoseAnimDelay_C1
0x91b46a kPoseAnimDelay_C2
0x91b46f kPoseAnimDelay_C3
0x91b474 kPoseAnimDelay_C4
0x91b479 kPoseAnimDelay_C6
0x91b47e kPoseAnimDelay_63
0x91b482 kPoseAnimDelay_64
0x91b486 kPoseAnimDelay_66
0x91b491 kPoseAnimDelay_84
0x91b4c2 kPoseAnimDelay_35
0x91b4c5 kPoseAnimDelay_36
0x91b4c8 kPoseAnimDelay_37
0x91b4d1 kPoseAnimDelay_38
0x91b4da kPoseAnimDelay_39
0x91b4dd kPoseAnimDelay_3A
0x91b4e0 kPoseAnimDelay_3B
0x91b4e3 kPoseAnimDelay_3C
0x91b4e6 kPoseAnimDelay_3D
0x91b4ea kPoseAnimDelay_3E
0x91b4ee kPoseAnimDelay_3F
0x91b4f4 kPoseAnimDelay_40
0x91b4fa kPoseAnimDelay_DB
0x91b504 kPoseAnimDelay_DC
0x91b50e kPoseAnimDelay_DD
0x91b513 kPoseAnimDelay_DE
0x91b518 kPoseAnimDelay_F1
0x91b51b kPoseAnimDelay_F2
0x91b51e kPoseAnimDelay_F3
0x91b521 kPoseAnimDelay_F4
0x91b524 kPoseAnimDelay_F5
0x91b527 kPoseAnimDelay_F6
0x91b52a kPoseAnimDelay_F7
0x91b52d kPoseAnimDelay_F8
0x91b530 kPoseAnimDelay_F9
0x91b533 kPoseAnimDelay_FA
0x91b536 kPoseAnimDelay_FB
0x91b539 kPoseAnimDelay_FC
0x91b53c kPoseAnimDelay_F0
0x91b543 kPoseAnimDelay_CE
0x91b545 kPoseAnimDelay_D3
0x91b556 kPoseAnimDelay_D4
0x91b567 kPoseAnimDelay_D8
0x91b56f kPoseAnimDelay_9B
0x91b5d1 kDefaultAnimFramePtr
0x91b5de kSpeedBoostToAnimFramePtr
0x91b61f kSpeedBoostToCtr
0x91b629 kPoseParams
0x91be11 CalculateXrayHdmaTable_OriginOffScreen
0x91beb8 kXrayHdmaFuncs
0x91bec2 XrayHdmaFunc_BeamAimedR
0x91bf72 XrayHdmaFunc_BeamAimedL
0x91c022 XrayHdmaFunc_BeamAimedU
0x91c069 XrayHdmaFunc_BeamAimedUUR
0x91c123 XrayHdmaFunc_BeamAimedUU
0x91c1ca XrayHdmaFunc_BeamAimedUUL
0x91c27f XrayHdmaFunc_BeamAimedD
0x91c2bd XrayHdmaFunc_BeamAimedDDR
0x91c381 XrayHdmaFunc_BeamAimedDD
0x91c446 XrayHdmaFunc_BeamAimedDDL
0x91c505 XrayHdmaFunc_BeamHoriz
0x91c54b CalculateXrayHdmaTable_OriginOnScreen
0x91c5f5 XrayHdmaOnScreen_Funcs
0x91c5ff XrayHdmaOnScreen_BeamAimedR
0x91c660 XrayHdmaOnScreen_BeamAimedL
0x91c6c1 XrayHdmaOnScreen_BeamAimedU
0x91c71c XrayHdmaOnScreen_BeamAimedUUR
0x91c77f XrayHdmaOnScreen_BeamAimedUU
0x91c7cb XrayHdmaOnScreen_BeamAimedUUL
0x91c822 XrayHdmaOnScreen_BeamAimedD
0x91c87a XrayHdmaOnScreen_BeamAimedDDR
0x91c8e8 XrayHdmaOnScreen_BeamAimedDD
0x91c939 XrayHdmaOnScreen_BeamAimedDDL
0x91c998 XrayHdmaOnScreen_BeamHoriz
0x91c9d4 kTanTable
0x91cad6 XrayRunHandler
0x91caf9 Xray_SetupStage1_FreezeTimeBackup
0x91cb1c Xray_SetupStage2_ReadBg1_2ndScreen
0x91cb57 Xray_SetupStage3_ReadBg1_1stScreen
0x91cb8e Xray_SetupStage4
0x91ccf1 Xray_SetupStage4_Func1
0x91cd42 Xray_SetupStage4_Func2
0x91cdbe Xray_SetupStage4_Func3
0x91cdcb Xray_IncrementPtrs
0x91cdd6 Xray_GetXrayedBlock
0x91ce2c Xray_SomeDivide
0x91ce51 Xray_Func5
0x91ce79 Xray_CombinedMove_true
0x91ce8e Xray_Func6D
0x91cebb Xray_Func6B
0x91ced0 Xray_Func6C
0x91cefd Xray_Func20
0x91cf36 Xray_Func7
0x91cf3e Xray_Func8
0x91cf4e Xray_Func9
0x91cf62 Xray_Func10
0x91cf6f Xray_Func11
0x91cfbf Xray_Func12
0x91cfc1 Xray_Func13
0x91cfee Xray_Func14
0x91d01d Xray_Func15
0x91d04c LoadBlockToXrayTilemap
0x91d0a6 Xray_Func16
0x91d0d3 Xray_SetupStage5
0x91d141 CanXrayShowBlocks_
0x91d143 CanXrayShowBlocks
0x91d173 Xray_SetupStage6
0x91d1a0 Xray_SetupStage7
0x91d223 kHdmaObjectList_Xray
0x91d27f HdmaobjPreInstr_XraySetup
0x91d2bc Xray_SetupStage8_SetBackdropColor
0x91d4da GameState_28_Unused_
0x91d4e4 VariaSuitPickup
0x91d5ba GravitySuitPickup
0x91d692 InitializeSuitPickupHdma
0x91d6f7 Samus_HandlePalette
0x91d743 HandleBeamChargePalettes
0x91d7d5 kSamusPalette_NonPseudoScrew
0x91d7ff kSamusPalette_PseudoScrew
0x91d829 kSamusPalette_HyperBeam
0x91d83f HandleVisorPalette
0x91d8a5 HandleMiscSamusPalette
0x91d998 kSamus_SpeedBoostingPalettes
0x91d99e kSamus_HyperBeamPalettes
0x91d9b2 Samus_HandleScrewAttackSpeedBoostingPals
0x91da4a kSamusPal_ScrewAttack
0x91da50 kSamusPal_ScrewAttack_NoSuit
0x91daa9 kSamusPal_SpeedBoost
0x91daaf kSamusPal_SpeedBoost_NoSuit
0x91dab7 kSamusPal_SpeedBoost_VariaSuit
0x91dabf kSamusPal_SpeedBoost_GravitySuit
0x91dac7 Samus_SpeedBoosterShinePals
0x91db10 kSamusPal_SpeedBoostShine
0x91db16 kSamusPal_SpeedBoostShine_NoSuit
0x91db22 kSamusPal_SpeedBoostShine_VariaSuit
0x91db2e kSamusPal_SpeedBoostShine_GravitySuit
0x91db3a Samus_HandleShinesparkingPals
0x91db75 kSamusPal_Shinespark
0x91db7b kSamusPal_Shinespark_NoSuit
0x91db83 kSamusPal_Shinespark_VariaSuit
0x91db8b kSamusPal_Shinespark_GravitySuit
0x91db93 Samus_HandleCrystalFlashPals
0x91dc34 Samus_Copy10PalColors
0x91dc82 Samus_Copy6PalColors
0x91dcb4 Samus_HandleXrayPals
0x91dd31 nullsub_164
0x91dd4c UNUSED_sub_91DD4C
0x91dd5b CopyToSamusSuitPalette
0x91ddd7 CopyToSamusSuitTargetPalette
0x91de53 Samus_CancelSpeedBoost
0x91deba Samus_LoadSuitPalette
0x91dee6 Samus_LoadSuitTargetPalette
0x91df12 Samus_RestoreHealth
0x91df51 Samus_DealDamage
0x91df80 Samus_RestoreMissiles
0x91dfd3 Samus_RestoreSuperMissiles
0x91dff0 Samus_RestorePowerBombs
0x91e00d Samus_Initialize
0x91e16d Xray_Initialize
0x91e2ad ResponsibleForXrayStandupGlitch
0x91e355 UNUSED_GiveItemsAllAmmoEtc
0x91e3f6 MakeSamusFaceForward
0x91e4ad SomeMotherBrainScripts
0x91e4ee kSomeMotherBrainScripts
0x91e4f8 SomeMotherBrainScripts_0
0x91e571 SomeMotherBrainScripts_1
0x91e59b SomeMotherBrainScripts_2
0x91e5f0 SomeMotherBrainScripts_3_EnableHyperBeam
0x91e60c SomeMotherBrainScripts_4
0x91e633 SamusFunc_E633
0x91e719 Samus_UpdatePreviousPose_0
0x91e732 nullsub_17
0x91e733 SamusFunc_E633_0
0x91e776 SamusFunc_E633_3
0x91e83a SamusFunc_E633_4
0x91e867 SamusFunc_E633_17
0x91e894 SamusFunc_E633_20
0x91e8b6 Samus_HandleTransFromBlockColl
0x91e8cc kSamus_HandleTransFromBlockColl
0x91e8d8 Samus_HandleTransFromBlockColl_3
0x91e8e5 Samus_HandleTransFromBlockColl_4
0x91e8f2 Samus_HandleTransFromBlockColl_2
0x91e931 Samus_HandleTransFromBlockColl_1
0x91e95d Samus_HandleTransFromBlockColl_1_0
0x91ea07 Samus_HandleTransFromBlockColl_1_1
0x91ea0f kSamus_HandleTransFromBlockColl_1_1
0x91ea15 Samus_HandleTransFromBlockColl_1_1_0
0x91ea25 Samus_HandleTransFromBlockColl_1_1_1
0x91ea2d Samus_HandleTransFromBlockColl_1_1_2
0x91ea48 Samus_HandleTransFromBlockColl_1_2
0x91ea63 Samus_HandleTransFromBlockColl_1_3
0x91ea83 Samus_HandleTransFromBlockColl_1_3_0
0x91ea93 Samus_HandleTransFromBlockColl_1_3_1
0x91ea9b Samus_HandleTransFromBlockColl_1_3_2
0x91eab6 Samus_HandleTransFromBlockColl_1_5
0x91eabe Samus_HandleTransFromBlockColl_5
0x91eade Samus_CheckWalkedIntoSomething
0x91eb88 Samus_HandleTransitions
0x91ec16 kSamus_HandleTransitionsA
0x91ec28 kSamus_HandleTransitionsB
0x91ec3e kSamus_HandleTransitionsC
0x91ec50 Samus_HandleTransitionsA_1
0x91ec85 Samus_HandleTransitionsA_6
0x91ec8e Samus_HandleTransitionsA_8
0x91ec9d UNUSED_sub_91EC9D
0x91ecd0 Samus_HandleTransitionsA_2
0x91ecd8 nullsub_21
0x91ecd9 nullsub_22
0x91ecda Samus_HandleTransitionsA_7
0x91ed4e Samus_HandleTransitionsB_1
0x91ed6a kSamus_HandleTransitionsB_1
0x91eda2 Samus_HandleTransitionsB_1_10
0x91eda4 Samus_HandleTransitionsB_1_11
0x91eda6 Samus_HandleTransitionsB_1_6
0x91edb0 Samus_HandleTransitionsB_1_0
0x91ee27 Samus_HandleTransitionsB_1_4
0x91ee48 Samus_HandleTransitionsB_1_7
0x91ee69 Samus_HandleTransitionsB_2
0x91ee80 Samus_HandleTransitionsB_3
0x91eea1 Samus_HandleTransitionsB_4
0x91eea6 Samus_HandleTransitionsB_5
0x91ef39 nullsub_19
0x91ef3a nullsub_20
0x91ef3b Samus_HandleTransitionsB_8
0x91ef4f Samus_HandleTransitionsB_9
0x91ef53 Samus_HandleTransitionsB_9B
0x91efbc Samus_HandleTransitionsB_10
0x91efc4 Samus_HandleTransitionsA_5
0x91efd0 kSamus_HandleTransitionsA_5
0x91efde nullsub_23
0x91efdf Samus_HandleTransitionsA_5_4
0x91efef Samus_HandleTransitionsA_5_2
0x91f010 Samus_HandleTransitionsA_5_1
0x91f03a kSamus_HandleTransitionsA_5_1
0x91f046 HandleLandingSoundEffectsAndGfx
0x91f0a5 HandleLandingGraphics
0x91f0be HandleLandingGraphics_Ceres
0x91f0c5 HandleLandingGraphics_Crateria
0x91f116 HandleLandingGraphics_Maridia
0x91f166 HandleLandingGraphics_Norfair
0x91f1b2 HandleLandingGraphics_Brinstar
0x91f1ba HandleLandingGraphics_Tourian
0x91f1d3 SamusFunc_F1D3
0x91f1ec Samus_HandleTransitionsA_5_1_0
0x91f1fc Samus_MorphBallBounceNoSpringballTrans
0x91f204 kSamus_MorphBallBounceTrans
0x91f20a Samus_MorphBallBounceTrans_0
0x91f22b Samus_MorphBallBounceTrans_1
0x91f245 Samus_MorphBallBounceTrans_2
0x91f253 Samus_HandleTransitionsA_5_1_2
0x91f25e Samus_MorphBallBounceSpringballTrans
